sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,model_revision,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_000516,516,14,happy,north,45040ec3ed780097844e67e7db6055794f85f1e1266615e3afa6f9a44b73559a,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000516.npy,63121c1c55005a7b5de09d2744315d149950f55da1f25adfd2202bae9799ed8b,768,float32,1.00000000,ok,
visec_hf_000517,517,29,happy,north,1f4b68a658e822fb86fa3cdb8f53757d850e23fb6c4c3adca8a4570835647de2,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000517.npy,6a029a4bae2dfb46cec9b73b86dd96601a65adc551d0cd62170af40ed37e8279,768,float32,1.00000000,ok,
visec_hf_000518,518,3,neutral,north,94515be87b5ea6fc36c40ff34b4d3baa448dba66100bf4bdaa087e58dc43158c,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000518.npy,52ec0378d37b9789559e6514adb35c6668548cf459df7bd21f29056e0f9192f8,768,float32,1.00000000,ok,
visec_hf_000519,519,72,happy,central,2a2e5c5a0a6a14cafd7e338e79c014c007a4e1d721f5ff3871fe7f0a754f8970,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000519.npy,28473c7e74eaeda6b4fa14dbe3175c378b6e037e33874f178cb7d4424e4b09e3,768,float32,1.00000000,ok,
visec_hf_000520,520,65,sad,central,68ee84f97d125f636a7c9611afa1cb03108136496134ee3895d8d362c0c6134c,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000520.npy,e7edd6c189ab9452262c6160f3a1f475c3d3400c242b9100efc24454904b7ef1,768,float32,1.00000000,ok,
visec_hf_000521,521,55,happy,south,455d53be8c495e2617851c101424c30820a650163ac65e6fb0508d280ba6c656,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000521.npy,918019cc1d9f22d997db020e5597aba9791a8ed27a9f67b37bdae722bd5d584f,768,float32,1.00000000,ok,
visec_hf_000522,522,0,angry,south,d848366c6a18212f410183fafe48c1fbf12eee6ed0fd2cfcf6f2b6426a8f7692,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000522.npy,e1a8514b86af1db0ec8e4cad5edd3a4624d6d6f58eae6d28e131214f971b35a9,768,float32,1.00000000,ok,
visec_hf_000523,523,0,neutral,south,2ce2c12282eaf7ac4d3f2daaa4471606fbbeae3f32a181c99a696070cabad697,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000523.npy,152ad21f7a4baab426e9f8fb97822baad23743b3d8722df7ecd3c83dbd6ea2ec,768,float32,1.00000000,ok,
visec_hf_000524,524,73,happy,north,56c75791b6a2e9ea8662abc41053c711e61f6ee72aeda64a78784cde654b62b1,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000524.npy,5a54e2b20f16245bd8977daa4ad4e3b361357ea3774c8c4e2d05e6c2cbe54aee,768,float32,1.00000000,ok,
visec_hf_000525,525,0,neutral,south,bc68040c53c49936723d2fd783e5e19d75a7d77bc17909fcc8d7bc78047a2a2d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000512_n000256/wav2vec2_embedding/visec_hf_000525.npy,2f7634f84377dbfb744a911dfce60432fff8b3afa475383a47cc70c161ea85cf,768,float32,1.00000000,ok,
