sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,model_revision,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_000000,0,0,happy,south,21be0e756ee65db9084073026f33af891c94f9445cf0db3dc955c79141ea27f7,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000000.npy,0ff3bbc3deea448aaeef1c8ffdf78d410f772ffab9532870e01eec02b14ee6e7,768,float32,1.00000000,ok,
visec_hf_000001,1,1,neutral,south,fd27f151273d33970f727662ade2dd279dbeaa0398025b3bb9d0410100cc642f,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000001.npy,470e122ab977b0346ae97dbf0d4357c7500f51fa86075ef111e5211184f14cd4,768,float32,1.00000000,ok,
visec_hf_000002,2,2,angry,south,76197835c44fdb0b569f6e58d345546dc953bed0c6a4a9d2922fab8f110d7ed4,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000002.npy,c5e24353751756e170d62baa6dea237bfba3680c1a6047149d4eba39967d91c9,768,float32,1.00000000,ok,
visec_hf_000003,3,3,happy,north,7a583454493e26fb84ef3d85d2f420eab50aa203349d0627c8e45dc00e50aeee,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000003.npy,195dd6685f3e8bb67968bd1bd43cfc2c8648eabc50d2ebaf0fcdb89d016bf90e,768,float32,1.00000000,ok,
visec_hf_000004,4,4,neutral,south,3b10370ec787fc5401ed89f792f2fa14f57e11131e4940303c75f1d3ec2e4b3c,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000004.npy,9b4126c0fba0c1eaa2ddf2d573b9746778960f5087d345b42279e71547a6ba3b,768,float32,1.00000000,ok,
visec_hf_000005,5,0,angry,south,3dd769d7f76356dbf57b067a20b3d0200ea65742e6fefdb13690fb83f62cf494,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000005.npy,c7c58581b581888b8c01ed0daf3f7ad4ff4db33a97ac24c57ef21d564eed40cb,768,float32,1.00000000,ok,
visec_hf_000006,6,5,neutral,south,aabc73ac5bdeaaa4c46c1269b2bf0347f300b49fc0fca66f46afe4ff624d2714,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000006.npy,fc50b5adec1aebe5598520b9e0ed426ee0c96fbae8bb291099da0325b2020a1f,768,float32,1.00000000,ok,
visec_hf_000007,7,6,neutral,central,fb76c0ebb33b59ab134891ff5748e70076174c1b28b6354dc93c3b678a849d0f,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000007.npy,ac6001a6ec45496e8b60e4438fafdadac9c3c0bf4b7ac17e2811d27edba1834f,768,float32,1.00000000,ok,
visec_hf_000008,8,7,neutral,south,0c9ade957b80b1071fc216ab9e6fe37342f7639519e164e6259c24f045190fcd,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000008.npy,edfce056487bd5e9226d29a592f6e53e90e7695d94a177da5ee0ed542094e232,768,float32,1.00000000,ok,
visec_hf_000009,9,0,angry,south,a1a12ac64113c9ead05afcbbd05f5b5ad313e5a03f062866f80c07779b4b2844,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000009.npy,0414ea0a4b9a9e41cd5076c716c64416dcad49f89cedb7d6abd1572f4ae95fc7,768,float32,1.00000000,ok,
visec_hf_000010,10,8,neutral,south,418ef370dc055e5ec2d7b5c8d9def6597f1a19f99fa99f4eeab1b8059a74fa75,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000010.npy,2a54f152160373a935e1d5a5323e27906213f90cfed9c37fd1e9fc83b8ac4d6e,768,float32,1.00000000,ok,
visec_hf_000011,11,0,angry,south,139862181b6485fbf3fb96b3786bd74e69042fac95c7cf061a991c1e4fd4ed7a,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000000_n000012/wav2vec2_embedding/visec_hf_000011.npy,bd485310158a4341480dd2bbd065ccc5d05af7063f3bb58fed98bddab93a6114,768,float32,1.00000000,ok,
