sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,model_revision,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_002630,2630,0,angry,south,d90e10727d629f854866e991790f5612a846b53509fcbb2e9cd96052ed248468,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002630.npy,10b85281936141350edde58a05edd52fcf4eafb2fcf079c1962836605085aba8,768,float32,1.00000000,ok,
visec_hf_002631,2631,0,neutral,south,623b2234640fe77d289e8e6e5e6498b07ed63cb8c44bbca164a757da09a75d23,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002631.npy,8d4c16e1f8202d3840d6977627e71348f332f1075900627e8f8b5b29b8bb5259,768,float32,1.00000000,ok,
visec_hf_002632,2632,29,neutral,north,072a781ecba25393e53ad6fa550331b8c2d78f6eafa2b7cd48dedd041300079b,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002632.npy,40cbaf2a0405ac8cbeb30de1653a9c69128b052bad37de4af9b0d3bc13e3328b,768,float32,1.00000000,ok,
visec_hf_002633,2633,14,angry,north,532f94585790d4214d19bf51d55339837c91b996c5e832ce8708e1aa37468944,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002633.npy,f69912a91e822d748990db22cf60eeec4c5cadf166e2d31bbae49ff1b7eac7af,768,float32,1.00000000,ok,
visec_hf_002634,2634,0,happy,south,e80882cace6aaf9c75f99fae3ccdb1d84226cee61ea3705a697e0e34e8d303b7,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002634.npy,425e0999824230a0614c7955013201d3a21876eed731e7be56e88e338fbb5f2e,768,float32,1.00000000,ok,
visec_hf_002635,2635,2,sad,south,2434c6bb427c26d8f6dcd0f3ffe70b69b0d9e8d24ac675be5c2512470a9dbe98,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002635.npy,9f37419ddd564f9f98df75a304ed930058104bd0e8cd734e453bdfa56899c94d,768,float32,1.00000000,ok,
visec_hf_002636,2636,0,angry,south,186f55e7a65bdf1b2109391977ba49d0f630d2eeb6449b2a753f9e8849ea74c9,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002636.npy,cfdb994a596ab32e5a5d2fc700bc3c6462e0cedc8bf638d95be3d83160752473,768,float32,1.00000000,ok,
visec_hf_002637,2637,0,neutral,south,c9605013e020528269690abafeaddbe5673ca3f09be71fe8deacd8cd4cbd13fc,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002637.npy,301efd63baafc368463d5c1ed92389488a06d02232b01ab4df45ffce231d1a4e,768,float32,1.00000000,ok,
visec_hf_002639,2639,30,neutral,north,880925db4b7aeb903482ccc45486dd9ff3953f1412e89d9c72ef2461fc64bb20,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002639.npy,885461007e702b597defbfd5ab00b153929240e47a381279b42a1973c86b4fa5,768,float32,1.00000000,ok,
visec_hf_002640,2640,0,neutral,south,637960c7da228f506b8a52e79a50b81e6c7eeab7de8befe6fcfb5e8cdff59f7d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002640.npy,aab45979c7a598fee1c9363fa3053bfaeaf9e70ade84ed07c15ef27702634b05,768,float32,1.00000000,ok,
visec_hf_002641,2641,14,neutral,north,776ec6e0a9ac9782d58144081a98dfd729701dffbaf545e78d60228839f9e4da,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002641.npy,4ef3d0d966e289b66bc2c01031de72906e85c6acd26cbf8f0e6d68dd8d7115a5,768,float32,1.00000000,ok,
visec_hf_002642,2642,15,happy,south,50e8cb7960a575625c98e82eadef28ea58220f43646aa5fb0e7dc94b38e06295,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002642.npy,1581fca0355004a4b8ee6eeb15834c868f70fc4db0eaa81ccd8f4dd188402573,768,float32,1.00000000,ok,
visec_hf_002643,2643,38,neutral,south,97e72ce4c7dc526eacc394cb0f995c1ea08c20e666805e01071f6821308ba36c,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002643.npy,36045e8a9376d816c45d0e181e3ee63583e4c59f5a27a87c610ff45976a555c4,768,float32,1.00000000,ok,
visec_hf_002644,2644,0,angry,south,45159824fcb6ccc7484bc4a6c37ccfa424d0a0c820ef6ace19000b73172f53de,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002644.npy,f2910b9b3e852c7b65f51f9aa34744ecde211d7c2bc1c9b17d2822117e7d4ea3,768,float32,1.00000000,ok,
visec_hf_002645,2645,3,sad,north,d02d980958bb98eaf418ceb8e5ccc73ee88608c5992dc81870e914ee1ff4509a,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002645.npy,ab3d436b44027cc532c6f3eb7acca678a3ed3e17c31abe0fa59917f5aeaec00f,768,float32,1.00000000,ok,
visec_hf_002646,2646,0,neutral,south,88d76496e93f7ee28d9a46f5e5f8963fcaa7e18fb65528d6cb3e634abacc0c1f,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002646.npy,ba2fd881b614cadf06ff20cf2814390f44b74ed0ee2a310bc2b260dbc173e858,768,float32,1.00000000,ok,
visec_hf_002648,2648,32,neutral,south,152c19610cfcbe6f7bb16f7eed96d3e124cf39f277d6b42de3be2886a792a50d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002648.npy,c13f827a33f94cfdd5b716334be370f22555ef697d64b726aef74dc5a90e15eb,768,float32,1.00000000,ok,
visec_hf_002649,2649,14,angry,north,ff39cec735bbcced00b3ead6c3ede53a56ad729705bfaff30af7437186dc35ab,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002649.npy,f600d5cf4e7255a6675f64e067e5517da62d1279db96561b6358fc2a2af60bae,768,float32,1.00000000,ok,
visec_hf_002650,2650,0,sad,south,808638cc74a6655c354bd64207b796731688c077c0e2ae2d0862e47a10681921,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002650.npy,79d2cd47f6a1f21ffe16590be57b81d0e0f51cc31682c5a353e77280965f5ed5,768,float32,1.00000000,ok,
visec_hf_002651,2651,3,happy,north,765fa4c44de158f6af3efc93fa21cb900932abd4b2b1328c85d546cfc16c43c4,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002651.npy,13bba6a78c14d7457d99a57a40e96a5645e34da5d04650d6256215471fd50a24,768,float32,1.00000000,ok,
visec_hf_002652,2652,29,angry,north,2974f4704ee8f919d25e39a8ecf2935a4bb05658e2916769bbc075d9b2951cff,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002652.npy,4e17c0367eeb6cadc29bdbb391d7b8509ba53ddc856c78163eb7de39873b411e,768,float32,1.00000000,ok,
visec_hf_002653,2653,57,neutral,north,c6da55785242db67a2f8577e8e2e1586001038ef808badb7dd5b332d06b4abc0,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002653.npy,7082d8bcfceda28909fab24808ebe1ddf4cf750a5d2658a0e6373fb007585437,768,float32,1.00000000,ok,
visec_hf_002654,2654,0,angry,south,5eb34fda91b52630ceeca1a0d7330d9eed40738b9b6afdf1511a0b361ea545a6,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002654.npy,ffd76e9f36402bb48d1eb83ff8b5100045167cd9e4dc4a63c2d04d1cf66c3cc6,768,float32,1.00000000,ok,
visec_hf_002655,2655,2,angry,south,2995cbffc3a0a7ccb87d75ce0bdf86d8ebcc8322f28962e9697a8da525819707,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002655.npy,d803568396d8b389cff4097020adeba4967f6f95b6189f6d8dfb2301774c39b2,768,float32,1.00000000,ok,
visec_hf_002656,2656,0,neutral,south,67aa6439a6b8ff4bd471d113ad26de70a82aec6f0445dc6a3185db6e38e689bd,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002656.npy,d475ecf11ea4e670891865c2a214b07e981e98719328cf6cdc5ad4af6f1701ea,768,float32,1.00000000,ok,
visec_hf_002657,2657,0,neutral,south,5d65dadb2499f1fca0be408330794b2928db26c5ff5321688dc1407ec2820f77,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002657.npy,1f89ccc2508a26b7b20d053eadbd897854bd0ab8eab955bcb9b38428cba28456,768,float32,1.00000000,ok,
visec_hf_002658,2658,16,neutral,north,ac17ae3685982d2533684f62d9a3033344f4faef6add1cfde522ed648e1b94da,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002658.npy,7a38e7ec63bb26f04e1cfa12a844ff24dd0ec669216ac1666725e728200e2bdc,768,float32,1.00000000,ok,
visec_hf_002659,2659,28,neutral,south,60b35d9b05902ce132e8df14836e7fd49804cbb1d447427e58314a3bb7a2f987,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002659.npy,08e865809a9eb0e1df77d0d9cb2f9f5bb8d8fceeeb9ba02444360781af2b6f87,768,float32,1.00000000,ok,
visec_hf_002660,2660,49,neutral,south,454f83f19f0b39ddc0410ed4e030e294b74bd97e9d982a3e4132bf06e2e2e1e1,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002660.npy,7ee96541dfcdaac52fb18e62b7aba2fff6fd1bec0cf03816dcf0338ff09d3389,768,float32,1.00000000,ok,
visec_hf_002661,2661,0,neutral,south,786cfdee251329572e335179c3e30f7df5cd1425b9c76aef8ec6828cd7adf867,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002661.npy,4302c10b764412ec55570095d3f58e05edf096fb0406a8b355373faffb6c1cc5,768,float32,1.00000000,ok,
visec_hf_002662,2662,64,angry,south,9624c6628d33fc07057a1351ed5436f8077aacd7d0d8421cdae0b029354db64c,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002662.npy,5e1d152221241c41cdbc1c974340c4d04cf54cab7ae001f9ece1686b9c41462e,768,float32,1.00000000,ok,
visec_hf_002663,2663,0,angry,south,aa51deeec205b119e11f8f58787615ec83af48064dd340b428069d29342716ec,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002663.npy,2ecc843d23b9dfcf175629aa31afea3dcdab20bcf434c4cd84c7db469cf46a3a,768,float32,1.00000000,ok,
visec_hf_002664,2664,0,sad,south,dfd68a80f2a769d2f7bc723b9a9d01c69ffacc3b37e5b5f92c9c424d33b62e7e,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002664.npy,6d495aa3c0738c5c5a96395846b2ed3bbb98534f3d79871178315da99a15a4f5,768,float32,1.00000000,ok,
visec_hf_002665,2665,15,sad,south,f340fa44aede0e59b5e4f86d0f4890766299b970700dd42a325edf81d89f6e1e,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002665.npy,6ee63c7905fad2c52229f925599e44b1b2c8eb5a854a7e22c8f4fb120b805e63,768,float32,1.00000000,ok,
visec_hf_002666,2666,0,angry,south,bb80fa6b1adc5e398331b6300d8a4496d34d605138130baaddb060cffa20a14d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002666.npy,29d08aaae93a5e76026abad6fb36512f54928e95bfb0b048f5978691c1f69051,768,float32,1.00000000,ok,
visec_hf_002667,2667,0,sad,south,6f8598760eeff3cd63331a3343912f436ac0fbf8d395a9dab058b9085f99826d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002667.npy,70a68a7d1366b7900b66e7fadcbd3d7d0fad07b1c53f90d6c226b32a6b735ab5,768,float32,1.00000000,ok,
visec_hf_002668,2668,0,neutral,south,1590ce1fd1317ed9ed2bc13f6dc06e69c2ea33161d69e83f52f211ce0bcc09d0,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002668.npy,cc244e8d4e8e0f516f00cde30c3fbb3a2e3d923de773af02994f0cd887831a9e,768,float32,1.00000000,ok,
visec_hf_002669,2669,85,neutral,south,eeb6754157efc06f67c195f63973b2d30bf8ac8d4a8d5872e171703232af3ad7,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002669.npy,fc53037fb16e52303d23b36a57f0cf0fc7d4f1e33351940b939ce96c00477c11,768,float32,1.00000000,ok,
visec_hf_002670,2670,32,neutral,south,265ac54adf4f73b74c6bc8b6f527ced8be39aaa0bac98a7bd315aae66db567ff,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002670.npy,f70d2b7cd28f82da83c5666f77f9c473083f84807f35476cb6cb9db4e412d630,768,float32,1.00000000,ok,
visec_hf_002671,2671,0,angry,south,7c91b371bb333f1254daf48424260063e210bcfc1024ccae953b0262902bb1ec,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002671.npy,778e6b01245269be2dec4934f1b352bb19cecc41a08684bf6f4d2b94ea86556f,768,float32,1.00000000,ok,
visec_hf_002672,2672,0,angry,south,706e70c4a3e653e6a1445f2eb0686d3ffb9acd41cd02762e6c882deeb7d56570,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002672.npy,68956ae39c9489c95d864f7d0e2f5a2247968fc58ba1f33ed724ccb9374a6e9f,768,float32,1.00000000,ok,
visec_hf_002673,2673,55,neutral,south,1aa407cec5a6c45565c6706c91a9a07437c40c0dc3a7bfd55f720f42acea60e9,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002673.npy,d8ec3bfa0638d40c18c7ff91ced1b41ff35be98d067b5c366a9a8aab5d9b2acd,768,float32,1.00000000,ok,
visec_hf_002674,2674,108,neutral,north,cd4e431d0e3dc3bbeae1380ff765f96d5edc1a0ef875f142511ada871e0e7039,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o002560_n000256/wav2vec2_embedding/visec_hf_002674.npy,e0a5481cf33a9ad52217c4c184ce26432a0fa6b04b96371fbf35f17698c6d26c,768,float32,1.00000000,ok,
