sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,model_revision,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_000257,257,38,happy,south,f2bd5ca8423b1351bdb6e13354f6090bd6938e7f716eb6b714d6aee33b95e82f,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000257.npy,d9ddc2ec07605bbcb883152f4cc6abff99c5f03b7a28a72cdcb2520ae3be2d00,768,float32,1.00000000,ok,
visec_hf_000258,258,64,neutral,south,11bf504c813733f352398fbf9f11f7973d005763f434320ba4b248259621932a,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000258.npy,465f7c6633594a4aa9a688476490ecdd3d6c02b5b6b002233ed7129c6860db13,768,float32,1.00000000,ok,
visec_hf_000259,259,0,angry,south,9d90527fa7ee80b505392522e6b36bbb416a3327486cef7f513d434e74414248,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000259.npy,828fd1bb9700e0dbd81a5699125f31e7b486cbaf4f4c5df225b5b0fb23420949,768,float32,1.00000000,ok,
visec_hf_000260,260,0,neutral,south,7293aae4c47c0ad9d36faa4bceaf66affb0777ae98029bb2d3a0950833831d2a,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000260.npy,58cd172db255850b602c5a4e1d46138fe7e23d4b8b119ee5eb12fa74398d99b8,768,float32,1.00000000,ok,
visec_hf_000261,261,65,sad,central,7ee382c7c819f9a3fb3cbfb078ca8de4b9c9956f0af8ff00945128e3a0239028,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000261.npy,6945abf76a59750574641a8dfc6e3f0519e89a1db2b1b9a836fbb409e8585959,768,float32,1.00000000,ok,
visec_hf_000262,262,58,neutral,south,9ff797d20b197431e577659924a3ab89ede2ec053a872f8cf2e505ca68421c48,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000262.npy,8a9192c499a7631a44f1c58735f0a4c4b6b769584ddcbc86ae83ccf480cbfdcb,768,float32,1.00000000,ok,
visec_hf_000263,263,38,sad,south,73a410e1cd33ff6917e3585e89ebcc944fd6e5191237dd25bb990c2e1df43b3d,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000263.npy,0ccc670bdd79bc0f2c927efa9a695f2e417c7bd08bc856c05275a0338ca5490a,768,float32,1.00000000,ok,
visec_hf_000264,264,49,sad,south,cea65995a8260afcba7b419389465a525805a56708cb9e50b21c6d0633158637,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000264.npy,166315e301e0f240d810af5fb390d6d5f35f9a6ca1244480d427c4505218c82c,768,float32,1.00000000,ok,
visec_hf_000265,265,46,angry,north,cbbf1ccd307de15e736fd7d5b76fa7f23c4410520938c74bd75f105e944c308e,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000265.npy,ec42b40b18509a8396c0e0cc47a7c53f502107538f4ccc9c2d2a1bd417689c7f,768,float32,1.00000000,ok,
visec_hf_000266,266,16,neutral,north,67beada0bd101ad92c3e9d7445e4dd7a361c41366393de9666b759a8a1d61e40,wav2vec2_embedding,b4_features_v1,86bde51fa76dd7f2c4c1bb28d7475d622639f869,data/interim/features/b4_features_v1/wav2vec2_chunk_o000256_n000256/wav2vec2_embedding/visec_hf_000266.npy,0a9bf31db9b33d73b820fb57f5c835143a292baadcc2002a3ec34c046bafa387,768,float32,1.00000000,ok,
